MAKE,MODEL,MODEL_YR,BODY_STYLE,DRIVE_TRAIN,PRODUCTION_RELEASE,OVERALL_STARS,ROLLOVER_STARS,OVERALL_FRNT_STARS,OVERALL_SIDE_STARS,COMB_REAR_STAR,COMB_FRNT_STAR
RAM,RAM 1500 CLASSIC CREW CAB,2023,PU/CC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
RAM,RAM 1500 CLASSIC QUAD CAB,2023,PU/EC,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
RAM,RAM 1500 CLASSIC QUAD CAB,2023,PU/EC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
RAM,RAM 1500 CLASSIC REGULAR CAB,2023,PU/RC,4WD,1,4.0,3.0,4.0,5.0,,5.0
RAM,RAM 1500 CLASSIC REGULAR CAB,2023,PU/RC,RWD,1,4.0,4.0,4.0,5.0,,5.0
RIVIAN,EDV 500,2023,CV,FWD,1,,,,,,
RIVIAN,EDV 700,2023,CV,FWD,1,,,,,,
RIVIAN,R1S,2023,SUV,AWD,1,,4.0,,,,
RIVIAN,R1T,2023,PU/CC,AWD,1,,,,,,
ROLLS-ROYCE,CULLINAN,2023,SUV,AWD,1,,,,,,
ROLLS-ROYCE,GHOST,2023,4 DR,RWD,1,,,,,,
ROLLS-ROYCE,GHOST EWB,2023,4 DR,RWD,1,,,,,,
ROLLS-ROYCE,PHANTOM,2023,4 DR,RWD,1,,,,,,
ROLLS-ROYCE,PHANTOM EWB,2023,4 DR,RWD,1,,,,,,
SUBARU,ASCENT,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
SUBARU,BRZ,2023,2 DR,RWD,1,,,,,,
SUBARU,CROSSTREK,2023,SW,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
SUBARU,CROSSTREK HYBRID,2023,SW,AWD,1,,,,,,
SUBARU,FORESTER,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
SUBARU,FORESTER WILDERNESS,2023,SUV,AWD,1,,,5.0,5.0,5.0,5.0
SUBARU,IMPREZA,2023,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
SUBARU,IMPREZA,2023,SW,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
SUBARU,LEGACY,2023,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
SUBARU,OUTBACK,2023,SW,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
SUBARU,OUTBACK WILDERNESS,2023,SW,AWD,1,,,5.0,5.0,5.0,5.0
SUBARU,Solterra,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
SUBARU,WRX,2023,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL 3,2023,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL 3,2023,4 DR,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL S (ALL VARIANTS),2023,SUV Early Release,AWD,1,,5.0,,,,
TESLA,MODEL S (ALL VARIANTS) LATER RELEASE,2023,5 HB,AWD,1,,5.0,,,,
TESLA,MODEL X (ALL VARIANTS),2023,SUV Early Release,AWD,1,,5.0,,,,
TESLA,MODEL X (ALL VARIANTS) LATER RELEASE,2023,SUV,AWD,1,,5.0,,,,
TESLA,MODEL Y (ALL VARIANTS) LATER RELEASE,2023,SUV,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL Y (All Variants),2023,SUV Early Release,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL Y RWD EARLY RELEASE,2023,SUV,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TESLA,MODEL Y RWD LATER RELEASE,2023,SUV,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TOYOTA,4RUNNER,2023,SUV,RWD,1,4.0,3.0,4.0,5.0,5.0,5.0
TOYOTA,4RUNNER,2023,SUV,AWD,1,4.0,3.0,4.0,5.0,5.0,5.0
TOYOTA,BZ4X,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,BZ4X,2023,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,CAMRY,2023,4 DR Early Release,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TOYOTA,CAMRY,2023,4 DR Early Release,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TOYOTA,CAMRY HYBRID,2023,4 DR Early Release,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
TOYOTA,COROLLA,2023,4 DR,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,COROLLA CROSS,2023,SUV,AWD,1,,,4.0,5.0,5.0,5.0
TOYOTA,COROLLA CROSS,2023,SUV,FWD,1,,,4.0,5.0,5.0,5.0
TOYOTA,COROLLA CROSS HYBRID,2023,SUV,AWD,1,,,4.0,5.0,5.0,5.0
TOYOTA,COROLLA HATCHBACK,2023,5 HB,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,COROLLA HYBRID,2023,4 DR,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,COROLLA HYBRID,2023,4 DR,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,CROWN HYBRID,2023,4 DR,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,GR COROLLA,2023,5 HB,4WD,1,,,,,,
TOYOTA,GR86,2023,2 DR,RWD,1,,,,,,
TOYOTA,HIGHLANDER,2023,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,HIGHLANDER,2023,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,HIGHLANDER HYBRID,2023,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,HIGHLANDER HYBRID,2023,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,MIRAI,2023,4 DR,RWD,1,,,,,,
TOYOTA,PRIUS,2023,5 HB,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,PRIUS,2023,5 HB,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,PRIUS PRIME,2023,5 HB,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
TOYOTA,RAV4,2023,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,RAV4,2023,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,RAV4 HYBRID,2023,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,RAV4 PRIME,2023,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,SEQUOIA HYBRID,2023,SUV,RWD,1,,,,,,
TOYOTA,SEQUOIA HYBRID,2023,SUV,4WD,1,,,,,,
TOYOTA,SIENNA HYBRID,2023,VAN,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,SIENNA HYBRID,2023,VAN,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,SUPRA,2023,2 DR,RWD,1,,,,,,
TOYOTA,TACOMA,2023,PU/EC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,TACOMA,2023,PU/CC,RWD,1,4.0,4.0,4.0,5.0,5.0,4.0
TOYOTA,TACOMA,2023,PU/CC,4WD,1,4.0,4.0,4.0,5.0,5.0,4.0
TOYOTA,TACOMA,2023,PU/EC,4WD,1,4.0,4.0,4.0,5.0,5.0,5.0
TOYOTA,TUNDRA,2023,PU/EC,RWD,1,,,,,,
TOYOTA,TUNDRA,2023,PU/CC,RWD,1,,,5.0,5.0,5.0,5.0
TOYOTA,TUNDRA,2023,PU/EC,4WD,1,,4.0,,,,
TOYOTA,TUNDRA,2023,PU/CC,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,TUNDRA HYBRID,2023,PU/CC,RWD,1,,,5.0,5.0,5.0,5.0
TOYOTA,TUNDRA HYBRID,2023,PU/CC,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
TOYOTA,VENZA HYBRID,2023,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ARTEON SE,2023,4 DR,FWD,1,,,,,,
VOLKSWAGEN,ARTEON SEL PREMIUM R-LINE,2023,4 DR,AWD,1,,,,,,
VOLKSWAGEN,ARTEON SEL R-LINE,2023,4 DR,AWD,1,,,,,,
VOLKSWAGEN,ATLAS,2023,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ATLAS,2023,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ATLAS CROSS SPORT,2023,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,ATLAS CROSS SPORT,2023,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,GOLF GTI,2023,4 DR,FWD,1,,,,,,
VOLKSWAGEN,GOLF R,2023,4 DR,AWD,1,,,,,,
VOLKSWAGEN,ID.4,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLKSWAGEN,ID.4,2023,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLKSWAGEN,JETTA,2023,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,JETTA GLI,2023,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,TAOS,2023,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,TAOS,2023,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,TIGUAN,2023,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
VOLKSWAGEN,TIGUAN,2023,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
VOLVO,C40 RECHARGE TWIN,2023,4 DR,AWD,1,,,,,,
VOLVO,S60 B5,2023,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,S60 B5,2023,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,S60 POLESTAR ENGINEERED T8 PHEV,2023,4 DR,AWD,1,,,,,,
VOLVO,S60 RECHARGE T8 PHEV,2023,4 DR,AWD,1,,,,,,
VOLVO,S90 B6,2023,4 DR,AWD,1,,,,,,
VOLVO,S90 RECHARGE T8 PHEV,2023,4 DR,AWD,1,,,,,,
VOLVO,V60 CROSS COUNTRY B5,2023,SW,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
VOLVO,V60 POLESTAR ENGINEERED T8 PHEV,2023,SW,AWD,1,,,,,,
VOLVO,V90 CROSS COUNTRY B6,2023,SW,AWD,1,,,,,,
VOLVO,XC40 B4,2023,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC40 B5,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC40 RECHARGE TWIN,2023,SUV,AWD,1,,,,,,
VOLVO,XC60 B5,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC60 B5,2023,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC60 B6,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC60 POLESTAR ENGINEERED T8,2023,SUV,AWD,1,,,,,,
VOLVO,XC60 RECHARGE T8 PHEV,2023,SUV,AWD,1,,,,,,
VOLVO,XC90 B5,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC90 B6,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
VOLVO,XC90 RECHARGE T8 PHEV,2023,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
ACURA,ILX,2022,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
ACURA,MDX,2022,SUV,AWD,1,,,4.0,5.0,5.0,5.0
ACURA,MDX,2022,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
ACURA,NSX,2022,2 DR,AWD,1,,,,,,
ACURA,RDX,2022,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
ACURA,RDX,2022,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
ACURA,TLX,2022,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
ACURA,TLX,2022,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
ALFA,GIULIA,2022,4 DR,AWD,1,,,,,,
ALFA,GIULIA,2022,4 DR,RWD,1,,,,,,
ALFA,GIULIA QUADRIFOGLIO,2022,4 DR,RWD,1,,,,,,
ALFA,STELVIO,2022,SUV,AWD,1,,,,,,
ALFA,STELVIO,2022,SUV,RWD,1,,,,,,
ALFA,STELVIO QUADRIFOGLIO,2022,SUV,AWD,1,,,,,,
AUDI,AUDI A3,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI A3,2022,4 DR,FWD,1,,,,,,
AUDI,AUDI A4,2022,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,AUDI A4 ALLROAD,2022,SW,AWD,1,,,,5.0,5.0,5.0
AUDI,AUDI A5,2022,2 DR,AWD,1,,,,,,
AUDI,AUDI A5 CABRIOLET,2022,C,AWD,1,,,,,,
AUDI,AUDI A5 SPORTBACK,2022,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,AUDI A6,2022,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,AUDI A6 ALLROAD,2022,SW,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,AUDI A7,2022,4 DR,AWD,1,,,,5.0,5.0,5.0
AUDI,AUDI A7 PHEV,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI A8 LWB,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI E-TRON,2022,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,AUDI E-TRON GT,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI E-TRON S,2022,SUV,AWD,1,,5.0,4.0,,,
AUDI,AUDI E-TRON S SPORTBACK,2022,SUV,AWD,1,,5.0,4.0,,,
AUDI,AUDI E-TRON SPORTBACK,2022,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
AUDI,AUDI Q3,2022,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,AUDI Q4 E-TRON,2022,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,AUDI Q4 SPORTBACK E-TRON,2022,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
AUDI,AUDI Q5,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,AUDI Q5 PHEV,2022,SUV,AWD,1,,,,,,
AUDI,AUDI Q5 SPORTBACK,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
AUDI,AUDI Q7,2022,SUV,AWD,1,,4.0,,,,
AUDI,AUDI Q8,2022,SUV,AWD,1,,4.0,5.0,,,
AUDI,AUDI R8,2022,2 DR,AWD,1,,,,,,
AUDI,AUDI R8,2022,2 DR,RWD,1,,,,,,
AUDI,AUDI R8 SPYDER,2022,C,AWD,1,,,,,,
AUDI,AUDI R8 SPYDER,2022,C,RWD,1,,,,,,
AUDI,AUDI RS 3,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI RS 5,2022,2 DR,AWD,1,,,,,,
AUDI,AUDI RS 5 SPORTBACK,2022,4 DR,AWD,1,,5.0,,,,
AUDI,AUDI RS 6 AVANT,2022,SW,AWD,1,,,,,,
AUDI,AUDI RS 7,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI RS E-TRON GT,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI RS Q8,2022,SUV,AWD,1,,4.0,,,,
AUDI,AUDI S3,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI S4,2022,4 DR,AWD,1,,5.0,,,,
AUDI,AUDI S5,2022,2 DR,AWD,1,,,,,,
AUDI,AUDI S5 CABRIOLET,2022,C,AWD,1,,,,,,
AUDI,AUDI S5 SPORTBACK,2022,4 DR,AWD,1,,5.0,,,,
AUDI,AUDI S6,2022,4 DR,AWD,1,,5.0,,,,
AUDI,AUDI S7,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI S8 LWB,2022,4 DR,AWD,1,,,,,,
AUDI,AUDI SQ5,2022,SUV,AWD,1,,4.0,,,,
AUDI,AUDI SQ5 SPORTBACK,2022,SUV,AWD,1,,4.0,,,,
AUDI,AUDI SQ7,2022,SUV,AWD,1,,4.0,,,,
AUDI,AUDI SQ8,2022,SUV,AWD,1,,4.0,,,,
AUDI,AUDI TT,2022,2 DR,AWD,1,,,,,,
AUDI,AUDI TT ROADSTER,2022,C,AWD,1,,,,,,
AUDI,AUDI TT RS,2022,2 DR,AWD,1,,,,,,
AUDI,AUDI TTS,2022,2 DR,AWD,1,,,,,,
BENTLEY,BENTAYGA HYBRID,2022,SUV,AWD,1,,,,,,
BENTLEY,BENTAYGA SPEED,2022,SUV,AWD,1,,,,,,
BENTLEY,BENTAYGA V8,2022,SUV,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT,2022,C,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT,2022,2 DR,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT SPEED,2022,2 DR,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT SPEED,2022,C,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT V8,2022,2 DR,AWD,1,,,,,,
BENTLEY,CONTINENTAL GT V8,2022,C,AWD,1,,,,,,
BENTLEY,FLYING SPUR,2022,4 DR,AWD,1,,,,,,
BENTLEY,FLYING SPUR HYBRID,2022,4 DR,AWD,1,,,,,,
BENTLEY,FLYING SPUR V8,2022,4 DR,AWD,1,,,,,,
BMW,2 SERIES COUPE,2022,2 DR,AWD,1,,,,,,
BMW,2 SERIES COUPE,2022,2 DR,RWD,1,,,,,,
BMW,2 SERIES GRAN COUPE,2022,4 DR,AWD,1,,,,,,
BMW,3 SERIES,2022,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
BMW,3 SERIES,2022,4 DR,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
BMW,330E,2022,4 DR,AWD,1,,,,,,
BMW,330E,2022,4 DR,RWD,1,,,,,,
BMW,4 SERIES,2022,2 DR,AWD,1,,,,,,
BMW,4 SERIES,2022,C,AWD,1,,,,,,
BMW,4 SERIES,2022,2 DR,RWD,1,,,,,,
BMW,4 SERIES,2022,C,RWD,1,,,,,,
BMW,4 SERIES GRAN COUPE,2022,4 DR,AWD,1,,,,,,
BMW,4 SERIES GRAN COUPE,2022,4 DR,RWD,1,,,,,,
BMW,5 SERIES,2022,4 DR,AWD,1,,,,,,
BMW,5 SERIES,2022,4 DR,RWD,1,,,,,,
BMW,530E,2022,4 DR,AWD,1,,,,,,
BMW,530E,2022,4 DR,RWD,1,,,,,,
BMW,7 SERIES,2022,4 DR,AWD,1,,,,,,
BMW,7 SERIES,2022,4 DR,RWD,1,,,,,,
BMW,745E XDRIVE,2022,4 DR,AWD,1,,,,,,
BMW,8 SERIES,2022,2 DR,AWD,1,,,,,,
BMW,8 SERIES,2022,C,AWD,1,,,,,,
BMW,8 SERIES,2022,C,RWD,1,,,,,,
BMW,8 SERIES,2022,2 DR,RWD,1,,,,,,
BMW,8 SERIES GRAN COUPE,2022,4 DR,AWD,1,,,,,,
BMW,8 SERIES GRAN COUPE,2022,4 DR,RWD,1,,,,,,
BMW,ALPINA B7 XDRIVE,2022,4 DR,AWD,1,,,,,,
BMW,ALPINA XB7,2022,SUV,AWD,1,,,,,,
BMW,I4,2022,4 DR,AWD,1,,,,,,
BMW,I4,2022,4 DR,RWD,1,,,,,,
BMW,IX,2022,SUV,AWD,1,,,,,,
BMW,M3,2022,4 DR,AWD,1,,,,,,
BMW,M3,2022,4 DR,RWD,1,,,,,,
BMW,M4,2022,2 DR,RWD,1,,,,,,
BMW,M4 CONVERTIBLE,2022,C,AWD,1,,,,,,
BMW,M4 CONVERTIBLE,2022,C,RWD,1,,,,,,
BMW,M5,2022,4 DR,AWD,1,,,,,,
BMW,M8,2022,C,AWD,1,,,,,,
BMW,M8,2022,2 DR,AWD,1,,,,,,
BMW,M8 GRAN COUPE,2022,4 DR,AWD,1,,,,,,
BMW,X1,2022,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
BMW,X1,2022,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
BMW,X2,2022,SUV,AWD,1,,,,,,
BMW,X2,2022,SUV,FWD,1,,,,,,
BMW,X3,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BMW,X3,2022,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BMW,X3 M,2022,SUV,AWD,1,,,,,,
BMW,X4,2022,SUV,AWD,1,,,,,,
BMW,X4 M,2022,SUV,AWD,1,,,,,,
BMW,X5,2022,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
BMW,X5,2022,SUV,RWD,1,,,4.0,5.0,5.0,5.0
BMW,X5 HYBRID,2022,SUV,AWD,1,,,,,,
BMW,X5 HYBRID,2022,SUV,RWD,1,,,,,,
BMW,X5 M,2022,SUV,AWD,1,,,,,,
BMW,X6,2022,SUV,AWD,1,,,,,,
BMW,X6,2022,SUV,RWD,1,,,,,,
BMW,X6 M,2022,SUV,AWD,1,,,,,,
BMW,X7,2022,SUV,AWD,1,,,,,,
BMW,Z4,2022,C,RWD,1,,,,,,
BUICK,ENCLAVE,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,4.0,5.0
BUICK,ENCLAVE,2022,SUV,FWD,1,4.0,4.0,5.0,5.0,4.0,5.0
BUICK,ENCORE,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BUICK,ENCORE,2022,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BUICK,ENCORE GX,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BUICK,ENCORE GX,2022,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BUICK,ENVISION,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
BUICK,ENVISION,2022,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CADILLAC,CT4,2022,4 DR,AWD,1,,,,,,
CADILLAC,CT4,2022,4 DR,RWD,1,,,,,,
CADILLAC,CT4-V,2022,4 DR,AWD,1,,,,,,
CADILLAC,CT4-V,2022,4 DR,RWD,1,,,,,,
CADILLAC,CT4-V BLACKWING,2022,4 DR,RWD,1,,,,,,
CADILLAC,CT5,2022,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CADILLAC,CT5,2022,4 DR,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CADILLAC,CT5-V,2022,4 DR,AWD,1,,5.0,,5.0,5.0,5.0
CADILLAC,CT5-V,2022,4 DR,RWD,1,,5.0,,5.0,5.0,5.0
CADILLAC,CT5-V BLACKWING,2022,4 DR,RWD,1,,5.0,,5.0,5.0,5.0
CADILLAC,ESCALADE,2022,SUV,RWD,1,4.0,3.0,4.0,5.0,5.0,5.0
CADILLAC,ESCALADE,2022,SUV,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
CADILLAC,ESCALADE ESV,2022,SUV,RWD,1,4.0,3.0,4.0,5.0,5.0,5.0
CADILLAC,ESCALADE ESV,2022,SUV,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
CADILLAC,XT4,2022,SUV,AWD,1,,4.0,4.0,,,
CADILLAC,XT4,2022,SUV,FWD,1,,4.0,4.0,,,
CADILLAC,XT5,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CADILLAC,XT5,2022,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CADILLAC,XT6,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CADILLAC,XT6,2022,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,BLAZER,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,BLAZER,2022,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,BOLT EUV,2022,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,BOLT EV,2022,5 HB,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
CHEVROLET,CAMARO,2022,C,RWD,1,,5.0,,,,
CHEVROLET,CAMARO,2022,2 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
CHEVROLET,CAMARO LT1,2022,C,RWD,1,,5.0,,,,
CHEVROLET,CAMARO LT1,2022,2 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
CHEVROLET,CAMARO SS,2022,C,RWD,1,,5.0,,,,
CHEVROLET,CAMARO SS,2022,2 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
CHEVROLET,CAMARO ZL1,2022,2 DR,RWD,1,,5.0,4.0,,,
CHEVROLET,CAMARO ZL1,2022,C,RWD,1,,5.0,,,,
CHEVROLET,COLORADO,2022,PU/CC,RWD,1,4.0,3.0,4.0,5.0,5.0,5.0
CHEVROLET,COLORADO,2022,PU/EC,RWD,1,4.0,3.0,4.0,5.0,5.0,5.0
CHEVROLET,COLORADO,2022,PU/EC,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
CHEVROLET,COLORADO,2022,PU/CC,4WD,1,4.0,3.0,4.0,5.0,5.0,5.0
CHEVROLET,EQUINOX,2022,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,EQUINOX,2022,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
CHEVROLET,EXPRESS CARGO 2500,2022,VAN,RWD,1,,,,,,
CHEVROLET,EXPRESS CARGO 3500,2022,VAN,RWD,1,,,,,,
CHEVROLET,EXPRESS PASSENGER 2500,2022,VAN,RWD,1,,3.0,,,,
CHEVROLET,EXPRESS PASSENGER 3500 - 12 PASSENGER,2022,VAN,RWD,1,,3.0,,,,
CHEVROLET,EXPRESS PASSENGER 3500 - 15 PASSENGER,2022,VAN,RWD,1,,3.0,,,,
CHEVROLET,MALIBU,2022,4 DR,FWD,1,4.0,4.0,5.0,4.0,3.0,5.0
CHEVROLET,SILVERADO 1500,2022,PU/EC,RWD,1,,4.0,,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2022,PU/CC,RWD,1,5.0,4.0,4.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2022,PU/RC,RWD,1,,4.0,,5.0,,5.0
CHEVROLET,SILVERADO 1500,2022,PU/CC,4WD,1,5.0,4.0,4.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2022,PU/EC,4WD,1,,4.0,,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500,2022,PU/RC,4WD,1,,4.0,,5.0,,5.0
CHEVROLET,SILVERADO 1500 LTD,2022,PU/CC,RWD,1,4.0,4.0,4.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500 LTD,2022,PU/EC,RWD,1,5.0,4.0,4.0,5.0,5.0,5.0
CHEVROLET,SILVERADO 1500 LTD,2022,PU/RC,RWD,1,5.0,4.0,4.0,5.0,,5.0
