MAKE,MODEL,MODEL_YR,BODY_STYLE,DRIVE_TRAIN,PRODUCTION_RELEASE,OVERALL_STARS,ROLLOVER_STARS,OVERALL_FRNT_STARS,OVERALL_SIDE_STARS,COMB_REAR_STAR,COMB_FRNT_STAR
GMC,SIERRA 2500,2025,PU/CC,RWD,1,,,5.0,5.0,5.0,5.0
GMC,SIERRA 2500,2025,PU/RC,RWD,1,,,,,,
GMC,SIERRA EV,2025,PU/CC,AWD,1,,,,,,
GMC,TERRAIN,2025,SUV,AWD,1,,,,,,
GMC,TERRAIN,2025,SUV,FWD,1,,,,,,
GMC,YUKON,2025,SUV,4WD,1,5.0,3.0,5.0,5.0,5.0,5.0
GMC,YUKON,2025,SUV,RWD,1,5.0,3.0,5.0,5.0,5.0,5.0
GMC,YUKON XL,2025,SUV,4WD,1,5.0,3.0,5.0,5.0,5.0,5.0
GMC,YUKON XL,2025,SUV,RWD,1,5.0,3.0,5.0,5.0,5.0,5.0
HONDA,ACCORD HYBRID,2025,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
HONDA,ACCORD SEDAN,2025,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
HONDA,CIVIC HATCHBACK HYBRID,2025,5 HB,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HONDA,CIVIC HATCHBACK TYPE R,2025,5 HB,FWD,1,,5.0,,,,
HONDA,CIVIC SEDAN,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HONDA,CIVIC SEDAN HYBRID,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HONDA,CIVIC SEDAN SI,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HONDA,CR-V,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
HONDA,CR-V,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
HONDA,CR-V FCEV,2025,SUV,FWD,1,,,,,,
HONDA,CR-V HYBRID,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
HONDA,CR-V HYBRID,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
HONDA,Civic Hatchback,2025,5 HB,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HONDA,HR-V,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HONDA,HR-V,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HONDA,ODYSSEY,2025,PV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HONDA,PASSPORT,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
HONDA,PASSPORT,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
HONDA,PILOT,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
HONDA,PILOT,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
HONDA,PROLOGUE EV,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HONDA,PROLOGUE EV,2025,SUV,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
HONDA,RIDGELINE,2025,PU/CC,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HONDA,RIDGELINE,2025,PU/CC,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,ELANTRA,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HYUNDAI,ELANTRA HYBRID,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HYUNDAI,ELANTRA N,2025,4 DR,FWD,1,,5.0,,,,
HYUNDAI,IONIQ 5,2025,SUV,AWD,1,,5.0,,,,
HYUNDAI,IONIQ 5,2025,SUV,RWD,1,,5.0,,,,
HYUNDAI,IONIQ 5 N,2025,SUV,AWD,1,,,,,,
HYUNDAI,IONIQ 6,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HYUNDAI,IONIQ 6,2025,4 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HYUNDAI,KONA,2025,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,KONA,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,KONA ELECTRIC,2025,SUV,RWD,1,,,,,,
HYUNDAI,NEXO,2025,SUV,FWD,1,,,,,,
HYUNDAI,PALISADE,2025,SUV,AWD,1,,4.0,5.0,,,
HYUNDAI,PALISADE,2025,SUV,FWD,1,,4.0,5.0,,,
HYUNDAI,SANTA CRUZ,2025,PU/CC,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,SANTA CRUZ,2025,PU/CC,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,SANTA FE,2025,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,SANTA FE,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,SANTA FE HYBRID,2025,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,SANTA FE HYBRID,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
HYUNDAI,SONATA,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HYUNDAI,SONATA,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HYUNDAI,SONATA HYBRID,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
HYUNDAI,TUCSON,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,TUCSON,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,TUCSON HYBRID,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
HYUNDAI,TUCSON PLUG-IN HYBRID,2025,SUV,AWD,1,,,,,,
HYUNDAI,VENUE,2025,5 HB,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
INFINITI,QX50,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
INFINITI,QX50,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
INFINITI,QX55,2025,SUV,AWD,1,,,4.0,,,
INFINITI,QX60,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
INFINITI,QX60,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
INFINITI,QX80,2025,SUV,AWD,1,,,,,,
INFINITI,QX80,2025,SUV,RWD,1,,,,,,
JAGUAR,JAGUAR F-PACE,2025,SUV,AWD,1,,,,,,
JEEP,COMPASS,2025,SUV,AWD,1,4.0,3.0,4.0,5.0,5.0,5.0
JEEP,GLADIATOR,2025,PU/CC,4WD,1,,3.0,4.0,,,
JEEP,GRAND CHEROKEE,2025,SUV,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
JEEP,GRAND CHEROKEE,2025,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
JEEP,GRAND CHEROKEE 4XE,2025,SUV,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
JEEP,GRAND CHEROKEE L,2025,SUV,4WD,1,5.0,4.0,5.0,5.0,5.0,5.0
JEEP,GRAND CHEROKEE L,2025,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
JEEP,GRAND WAGONEER,2025,SUV,4WD,1,,,,,,
JEEP,GRAND WAGONEER,2025,SUV,RWD,1,,,,,,
JEEP,GRAND WAGONEER L,2025,SUV,4WD,1,,,,,,
JEEP,GRAND WAGONEER L,2025,SUV,RWD,1,,,,,,
JEEP,WAGONEER,2025,SUV,4WD,1,4.0,3.0,5.0,5.0,5.0,5.0
JEEP,WAGONEER,2025,SUV,RWD,1,4.0,3.0,5.0,5.0,5.0,5.0
JEEP,WAGONEER L,2025,SUV,4WD,1,4.0,3.0,5.0,5.0,5.0,5.0
JEEP,WAGONEER L,2025,SUV,RWD,1,4.0,3.0,5.0,5.0,5.0,5.0
JEEP,WAGONEER S,2025,SUV,AWD,1,,,,,,
JEEP,WRANGLER 2-DOOR,2025,SUV,4WD,1,,3.0,,,,
JEEP,WRANGLER 4-DOOR,2025,SUV,4WD,1,,3.0,4.0,,,
JEEP,WRANGLER 4-DOOR 392,2025,SUV,4WD,1,,,,,,
JEEP,WRANGLER 4-DOOR 4XE,2025,SUV,4WD,1,,3.0,4.0,,,
JEEP,WRANGLER 4-DOOR RHD,2025,SUV,4WD,1,,3.0,,,,
KIA,CARNIVAL,2025,PV,FWD,1,,4.0,4.0,,,
KIA,CARNIVAL HEV,2025,PV,FWD,1,,4.0,4.0,,,
KIA,EV6,2025,SUV,AWD,1,,5.0,5.0,,,
KIA,EV6,2025,SUV,RWD,1,,5.0,5.0,,,
KIA,EV9,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,EV9,2025,SUV,RWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,K4,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
KIA,K5,2025,4 DR,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,K5,2025,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,NIRO,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
KIA,NIRO EV,2025,SUV,FWD,1,,,,,,
KIA,NIRO PLUG-IN HYBRID,2025,SUV,FWD,1,,,,,,
KIA,SELTOS,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
KIA,SELTOS,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
KIA,SORENTO,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,SORENTO,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,SORENTO HYBRID,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,SORENTO HYBRID,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,SORENTO PLUG-IN HYBRID,2025,SUV,AWD,1,,,,,,
KIA,SOUL,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
KIA,SPORTAGE,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
KIA,SPORTAGE,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
KIA,SPORTAGE HYBRID,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
KIA,SPORTAGE HYBRID,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
KIA,SPORTAGE PLUG-IN HYBRID,2025,SUV,AWD,1,,,,,,
KIA,SPORTAGE PLUG-IN HYBRID,2025,SUV,FWD,1,,,,,,
KIA,TELLURIDE,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
KIA,TELLURIDE,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LAND ROVER,LAND ROVER DEFENDER 110,2025,SUV,4WD,1,,,,,,
LAND ROVER,LAND ROVER DEFENDER 130,2025,SUV,4WD,1,,,,,,
LAND ROVER,LAND ROVER DEFENDER 90,2025,SUV,4WD,1,,,,,,
LAND ROVER,LAND ROVER DISCOVERY,2025,SUV,4WD,1,,,,,,
LAND ROVER,LAND ROVER DISCOVERY SPORT,2025,SUV,4WD,1,,,,,,
LAND ROVER,LAND ROVER RANGE ROVER,2025,SUV,4WD,1,,,,,,
LAND ROVER,LAND ROVER RANGE ROVER EVOQUE,2025,SUV,4WD,1,,,,,,
LAND ROVER,LAND ROVER RANGE ROVER SPORT,2025,SUV,4WD,1,,,,,,
LAND ROVER,LAND ROVER RANGE ROVER VELAR,2025,SUV,4WD,1,,,,,,
LEXUS,ES 250,2025,4 DR,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,ES 300H,2025,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,ES 350,2025,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,GX 550,2025,SUV,AWD,1,,,,5.0,5.0,5.0
LEXUS,IS 300,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
LEXUS,IS 300,2025,4 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
LEXUS,IS 350,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
LEXUS,IS 350,2025,4 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
LEXUS,IS 500,2025,4 DR,RWD,1,5.0,5.0,4.0,5.0,5.0,5.0
LEXUS,LC 500,2025,2 DR,RWD,1,,,,,,
LEXUS,LC 500 CONVERTIBLE,2025,C,RWD,1,,,,,,
LEXUS,LC 500H,2025,2 DR,RWD,1,,,,,,
LEXUS,LS 500,2025,4 DR,AWD,1,,,,,,
LEXUS,LS 500,2025,4 DR,RWD,1,,,,,,
LEXUS,LS 500H,2025,4 DR,AWD,1,,,,,,
LEXUS,LX 600,2025,SUV,AWD,1,,,,,,
LEXUS,LX 700H,2025,SUV,AWD,1,,,,,,
LEXUS,NX 250,2025,SUV,AWD,1,,,4.0,5.0,5.0,5.0
LEXUS,NX 250,2025,SUV,FWD,1,,,4.0,5.0,5.0,5.0
LEXUS,NX 350,2025,SUV,AWD,1,,,4.0,5.0,5.0,5.0
LEXUS,NX 350H,2025,SUV,AWD,1,,,4.0,5.0,5.0,5.0
LEXUS,NX 450H+,2025,SUV,AWD,1,,,,,,
LEXUS,RC 300,2025,2 DR,AWD,1,,,,,,
LEXUS,RC 300,2025,2 DR,RWD,1,,,,,,
LEXUS,RC 350,2025,2 DR,AWD,1,,,,,,
LEXUS,RC 350,2025,2 DR,RWD,1,,,,,,
LEXUS,RC F,2025,2 DR,RWD,1,,,,,,
LEXUS,RX 350,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RX 350,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RX 350H,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RX 450H+,2025,SUV,AWD,1,,,,,,
LEXUS,RX 500H,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,RZ 300E,2025,SUV,FWD,1,,,5.0,5.0,5.0,5.0
LEXUS,RZ 450E,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
LEXUS,TX 350,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,TX 350 Early Release,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,TX 500H,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,TX 550H+,2025,SUV,AWD,1,,,,,,
LEXUS,UX 300H,2025,5HB,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LEXUS,UX 300H,2025,5HB,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
LINCOLN,AVIATOR,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
LINCOLN,AVIATOR,2025,SUV,RWD,1,5.0,4.0,5.0,5.0,5.0,5.0
LINCOLN,CORSAIR GAS,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
LINCOLN,CORSAIR GAS,2025,SUV,FWD,1,5.0,4.0,5.0,5.0,5.0,5.0
LINCOLN,CORSAIR PHEV,2025,SUV,AWD,1,,,4.0,5.0,5.0,5.0
LINCOLN,NAUTILUS,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
LINCOLN,NAUTILUS FHEV,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
LINCOLN,NAVIGATOR,2025,SUV,4WD,1,,,,,,
LINCOLN,NAVIGATOR L,2025,SUV,4WD,1,,,,,,
LUCID,AIR,2025,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
LUCID,AIR,2025,4 DR,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
MAZDA,CX-30,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
MAZDA,CX-5,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
MAZDA,CX-50,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
MAZDA,CX-50 HYBRID,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
MAZDA,CX-70,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
MAZDA,CX-70 PHEV,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
MAZDA,CX-90,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
MAZDA,CX-90 PHEV,2025,SUV,AWD,1,5.0,4.0,5.0,5.0,5.0,5.0
MAZDA,MAZDA3 HATCHBACK,2025,5 HB,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
MAZDA,MAZDA3 HATCHBACK,2025,5 HB,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
MAZDA,MAZDA3 SEDAN,2025,4 DR,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
MAZDA,MAZDA3 SEDAN,2025,4 DR,FWD,1,5.0,5.0,5.0,5.0,5.0,5.0
MAZDA,MX-5,2025,C,RWD,1,,,,,,
MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (HO),2025,CV,RWD,1,,,,,,
MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (SO),2025,CV,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025,CV,AWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025,CV,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025,CV,AWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025,CV,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025,PV,AWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025,PV,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025,PV,AWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025,PV,RWD,1,,,,,,
MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025,PV,AWD,1,,1.0,,,,
MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025,PV,RWD,1,,1.0,,,,
MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (15-PASSENGER),2025,PV,RWD,1,,1.0,,,,
MERCEDES-BENZ,SPRINTER 3500 CARGO VAN,2025,CV,RWD,1,,,,,,
MINI,CONVERTIBLE,2025,C,FWD,1,,,,,,
MINI,COUNTRYMAN SE,2025,5 HB,AWD,1,,,,,,
MINI,HARDTOP 4DR,2025,5 HB,FWD,1,,,,,,
MITSUBISHI,ECLIPSE CROSS,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
MITSUBISHI,OUTLANDER,2025,SUV,AWD,1,,4.0,,,,
MITSUBISHI,OUTLANDER,2025,SUV,FWD,1,,4.0,,,,
MITSUBISHI,OUTLANDER PHEV,2025,SUV,AWD,1,,,,,,
MITSUBISHI,OUTLANDER SPORT,2025,SUV,AWD,1,4.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ALTIMA,2025,4 DR,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
NISSAN,ALTIMA,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
NISSAN,ARIYA,2025,SUV,AWD,1,5.0,5.0,4.0,5.0,5.0,5.0
NISSAN,ARIYA,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ARMADA,2025,SUV,AWD,1,,,,,,
NISSAN,ARMADA,2025,SUV,RWD,1,,,,,,
NISSAN,FRONTIER CREW CAB,2025,PU/CC,4WD,1,4.0,3.0,3.0,5.0,5.0,5.0
NISSAN,FRONTIER CREW CAB,2025,PU/CC,RWD,1,4.0,3.0,3.0,5.0,5.0,5.0
NISSAN,FRONTIER KING CAB,2025,PU/EC,4WD,1,,3.0,,,,
NISSAN,FRONTIER KING CAB,2025,PU/EC,RWD,1,,3.0,,,,
NISSAN,KICKS,2025,SUV,AWD,1,4.0,4.0,3.0,5.0,5.0,5.0
NISSAN,KICKS,2025,SUV,FWD,1,4.0,4.0,3.0,5.0,5.0,5.0
NISSAN,KICKS PLAY,2025,SUV,FWD,1,4.0,4.0,4.0,5.0,5.0,5.0
NISSAN,LEAF (40 KWH BATTERY),2025,5 HB,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,LEAF PLUS (60 KWH BATTERY),2025,5 HB,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,MURANO,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,MURANO,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,PATHFINDER,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,PATHFINDER,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ROGUE,2025,SUV,AWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,ROGUE,2025,SUV,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,SENTRA,2025,4 DR,FWD,1,5.0,5.0,4.0,5.0,5.0,5.0
NISSAN,VERSA,2025,4 DR,FWD,1,5.0,4.0,4.0,5.0,5.0,5.0
NISSAN,Z,2025,2 DR,RWD,1,,,,,,
POLESTAR,POLESTAR 2,2025,5 HB,AWD,1,5.0,5.0,5.0,5.0,5.0,5.0
POLESTAR,POLESTAR 2,2025,5 HB,RWD,1,5.0,5.0,5.0,5.0,5.0,5.0
POLESTAR,POLESTAR 3,2025,SUV,AWD,1,,,,,,
PORSCHE,982 718 BOXSTER,2025,C,RWD,1,,,,,,
PORSCHE,982 718 BOXSTER GTS 4.0,2025,C,RWD,1,,,,,,
PORSCHE,982 718 BOXSTER S,2025,C,RWD,1,,,,,,
PORSCHE,982 718 BOXSTER STYLE EDITION,2025,C,RWD,1,,,,,,
PORSCHE,982 718 CAYMAN,2025,2 DR,RWD,1,,,,,,
PORSCHE,982 718 CAYMAN GTS 4.0,2025,2 DR,RWD,1,,,,,,
PORSCHE,982 718 CAYMAN S,2025,2 DR,RWD,1,,,,,,
PORSCHE,982 718 CAYMAN STYLE EDITION,2025,2 DR,RWD,1,,,,,,
PORSCHE,982 718 GT4 RS,2025,2 DR,RWD,1,,,,,,
PORSCHE,982 718 SPYDER RS,2025,C,RWD,1,,,,,,
PORSCHE,"992 911 ""50 YEARS"" TURBO",2025,2 DR,AWD,1,,,,,,
PORSCHE,992 911 GT3 RS,2025,2 DR,RWD,1,,,,,,
PORSCHE,992 911 TURBO,2025,2 DR,AWD,1,,,,,,
PORSCHE,992 911 TURBO CABRIOLET,2025,C,AWD,1,,,,,,
PORSCHE,992 911 TURBO S,2025,2 DR,AWD,1,,,,,,
PORSCHE,992 911 TURBO S CABRIOLET,2025,C,AWD,1,,,,,,
PORSCHE,992.2 911 CARRERA,2025,2 DR,RWD,1,,,,,,
PORSCHE,992.2 911 CARRERA 4 GTS,2025,2 DR,AWD,1,,,,,,
PORSCHE,992.2 911 CARRERA 4 GTS CABRIOLET,2025,C,AWD,1,,,,,,
PORSCHE,992.2 911 CARRERA CABRIOLET,2025,C,RWD,1,,,,,,
PORSCHE,992.2 911 CARRERA GTS,2025,2 DR,RWD,1,,,,,,
PORSCHE,992.2 911 CARRERA GTS CABRIOLET,2025,C,RWD,1,,,,,,
PORSCHE,992.2 911 CARRERA S,2025,2 DR,RWD,1,,,,,,
PORSCHE,992.2 911 CARRERA S CABRIOLET,2025,C,RWD,1,,,,,,
PORSCHE,992.2 911 CARRERA T,2025,2 DR,RWD,1,,,,,,
PORSCHE,992.2 911 CARRERA T CABRIOLET,2025,C,RWD,1,,,,,,
PORSCHE,992.2 911 GT3,2025,2 DR,RWD,1,,,,,,
PORSCHE,992.2 911 GT3 TOURING,2025,2 DR,RWD,1,,,,,,
PORSCHE,E3.2 CAYENNE,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE COUPE,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE E-HYBRID,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE E-HYBRID COUPE,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE GTS,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE GTS COUPE,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE S,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE S COUPE,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE S E-HYBRID,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE S E-HYBRID COUPE,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE TURBO E-HYBRID,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE TURBO E-HYBRID COUPE,2025,SUV,AWD,1,,,,,,
PORSCHE,E3.2 CAYENNE TURBO GT COUPE,2025,SUV,AWD,1,,,,,,
PORSCHE,G3 PANAMERA,2025,4 DR,RWD,1,,,,,,
PORSCHE,G3 PANAMERA 4,2025,4 DR,AWD,1,,,,,,
PORSCHE,G3 PANAMERA 4 E-HYBRID,2025,4 DR,AWD,1,,,,,,
PORSCHE,G3 PANAMERA 4S E-HYBRID,2025,4 DR,AWD,1,,,,,,
PORSCHE,G3 PANAMERA GTS,2025,4 DR,AWD,1,,,,,,
PORSCHE,G3 PANAMERA TURBO E-HYBRID,2025,4 DR,AWD,1,,,,,,
PORSCHE,G3 PANAMERA TURBO S E-HYBRID,2025,4 DR,AWD,1,,,,,,
PORSCHE,H1.3 MACAN,2025,SUV,AWD,1,,,,,,
PORSCHE,H1.3 MACAN GTS,2025,SUV,AWD,1,,,,,,
PORSCHE,H1.3 MACAN S,2025,SUV,AWD,1,,,,,,
PORSCHE,H1.3 MACAN T,2025,SUV,AWD,1,,,,,,
PORSCHE,H2 MACAN,2025,SUV,RWD,1,,,,,,
PORSCHE,H2 MACAN 4,2025,SUV,AWD,1,,,,,,
PORSCHE,H2 MACAN 4S,2025,SUV,AWD,1,,,,,,
PORSCHE,H2 MACAN TURBO,2025,SUV,AWD,1,,,,,,
PORSCHE,J1.2 TAYCAN,2025,4 DR,RWD,1,,,,,,
PORSCHE,J1.2 TAYCAN 4,2025,4 DR,AWD,1,,,,,,
PORSCHE,J1.2 TAYCAN 4 CROSS TURISMO,2025,5 HB,AWD,1,,,,,,
PORSCHE,J1.2 TAYCAN 4S,2025,4 DR,AWD,1,,,,,,
PORSCHE,J1.2 TAYCAN 4S CROSS TURISMO,2025,5 HB,AWD,1,,,,,,
PORSCHE,J1.2 TAYCAN GTS,2025,4 DR,AWD,1,,,,,,
PORSCHE,J1.2 TAYCAN GTS SPORT TURISMO,2025,5 HB,AWD,1,,,,,,
PORSCHE,J1.2 TAYCAN TURBO,2025,4 DR,AWD,1,,,,,,
PORSCHE,J1.2 TAYCAN TURBO CROSS TURISMO,2025,5 HB,AWD,1,,,,,,
